time [s/256],breathing_rate [rpm](/api/datatype/33/),minute_ventilation [mL/min](/api/datatype/36/),sleep_position [NA](/api/datatype/270/),activity [g](/api/datatype/49/),heart_rate [bpm](/api/datatype/19/),cadence [spm](/api/datatype/53/)
388985078427,2,0.0,,0.015625,41,0
388985078683,2,0.0,,0.015625,41,0
388985078939,2,0.0,,0.0,54,0
388985079195,2,0.0,,0.015625,54,0
388985079451,2,0.0,,0.0,54,0
388985079707,2,0.0,,0.015625,54,0
388985079963,2,0.0,,0.015625,54,0
388985080219,2,0.0,,0.0,54,0
388985080475,2,0.0,,0.0,54,0
388985080731,2,0.0,,0.0,54,0
388985080987,2,0.0,,0.0,54,0
388985081243,2,0.0,,0.015625,54,0
388985081499,2,0.0,,0.0,54,0
388985081755,2,0.0,,0.015625,54,0
388985082011,2,0.0,,0.015625,54,0
388985082267,2,0.0,,0.0,54,0
388985082523,2,0.0,,0.0,54,0
388985082779,2,0.0,,0.015625,54,0
388985083035,2,0.0,,0.015625,54,0
388985083291,2,0.0,,0.0,54,0
388985083547,2,0.0,,0.015625,54,0
388985083803,2,0.0,,0.015625,54,0
388985084059,2,0.0,,0.0,54,0
388985084315,2,0.0,,0.015625,54,0
388985084571,2,0.0,,0.0,54,0
388985084827,2,0.0,,0.015625,54,0
388985085083,2,0.0,,0.0,54,0
388985085339,2,0.0,,0.015625,54,0
388985085595,2,0.0,,0.0,54,0
388985085851,2,0.0,,0.015625,54,0
388985086107,2,0.0,,0.015625,54,0
388985086363,2,0.0,,0.015625,54,0
388985086619,2,0.0,,0.015625,54,0
388985086875,2,0.0,,0.0,54,0
388985087131,2,0.0,,0.015625,54,0
388985087387,2,0.0,,0.015625,54,0
388985087643,2,0.0,,0.015625,54,0
388985087899,2,0.0,,0.015625,54,0
388985088155,2,0.0,,0.015625,54,0
388985088411,2,0.0,,0.0,54,0
388985088667,2,0.0,,0.015625,54,0
388985088923,2,0.0,,0.015625,54,0
388985089179,2,0.0,,0.015625,54,0
388985089435,2,0.0,,0.015625,54,0
388985089691,2,0.0,,0.015625,54,0
388985089947,2,0.0,,0.015625,54,0
388985090203,2,0.0,,0.015625,54,0
388985090459,2,0.0,,0.0,54,0
388985090715,2,0.0,,0.0,54,0
388985090971,2,0.0,,0.015625,54,0
388985091227,2,0.0,,0.015625,54,0
388985091483,2,0.0,,0.015625,54,0
388985091739,2,0.0,,0.015625,54,0
388985091995,2,0.0,,0.015625,54,0
388985092251,2,0.0,,0.0,54,0
388985092507,2,0.0,,0.0,54,0
388985092763,2,0.0,,0.0,54,0
388985093019,2,0.0,,0.015625,54,0
388985093275,2,0.0,,0.0,54,0
388985093531,2,0.0,,0.0,54,0
388985093787,2,0.0,,0.015625,54,0
388985094043,2,0.0,,0.0,54,0
388985094299,2,0.0,,0.015625,54,0
388985094555,2,0.0,,0.015625,54,0
388985094811,2,0.0,,0.0,54,0
388985095067,2,0.0,,0.015625,54,0
388985095323,2,0.0,,0.0,54,0
388985095579,2,0.0,,0.015625,54,0
388985095835,2,0.0,,0.015625,54,0
388985096091,2,0.0,,0.015625,54,0
388985096347,2,0.0,,0.015625,54,0
388985096603,2,0.0,,0.0,54,0
388985096859,2,0.0,,0.015625,54,0
388985097115,2,0.0,,0.015625,54,0
388985097371,2,0.0,,0.015625,54,0
388985097627,2,0.0,,0.015625,54,0
388985097883,2,0.0,,0.015625,54,0
388985098139,2,0.0,,0.015625,54,0
388985098395,2,0.0,,0.0,54,0
388985098651,2,0.0,,0.015625,54,0
388985098907,2,0.0,,0.0,54,0
388985099163,2,0.0,,0.0,54,0
388985099419,2,0.0,,0.015625,54,0
388985099675,2,0.0,,0.0,54,0
388985099931,2,0.0,,0.0,54,0
388985100187,2,0.0,,0.015625,54,0
388985100443,2,0.0,,0.015625,54,0
388985100699,2,0.0,,0.015625,54,0
388985100955,2,0.0,,0.015625,54,0
388985101211,2,0.0,,0.015625,54,0
388985101467,2,0.0,,0.015625,54,0
388985101723,2,0.0,,0.0,54,0
388985101979,2,0.0,,0.015625,54,0
388985102235,2,0.0,,0.0,54,0
388985102491,2,0.0,,0.015625,54,0
388985102747,2,0.0,,0.0,54,0
388985103003,2,0.0,,0.0,54,0
388985103259,2,0.0,,0.015625,54,0
388985103515,2,0.0,,0.015625,54,0
388985103771,2,0.0,,0.0,54,0
388985104027,2,0.0,,0.0,54,0
388985104283,2,0.0,,0.015625,54,0
388985104539,2,0.0,,0.015625,54,0
388985104795,2,0.0,,0.0,54,0
388985105051,2,0.0,,0.015625,54,0
388985105307,2,0.0,,0.0,54,0
388985105563,2,0.0,,0.0,54,0
388985105819,2,0.0,,0.015625,54,0
388985106075,2,0.0,,0.0,54,0
388985106331,2,0.0,,0.0,54,0
388985106587,2,0.0,,0.015625,54,0
388985106843,2,0.0,,0.0,54,0
388985107099,2,0.0,,0.015625,54,0
388985107355,2,0.0,,0.0,30,0
388985107611,2,0.0,,0.015625,30,0
388985107867,2,0.0,,0.0,30,0
388985108123,2,0.0,,0.015625,30,0
388985108379,2,0.0,,0.0,30,0
388985108635,2,0.0,,0.015625,30,0
388985108891,2,0.0,,0.0,30,0
388985109147,2,0.0,,0.015625,30,0
388985109403,2,0.0,,0.0,30,0
388985109659,2,0.0,,0.015625,30,0
388985109915,2,0.0,,0.015625,30,0
388985110171,2,0.0,,0.015625,30,0
388985110427,2,0.0,,0.015625,30,0
388985110683,2,0.0,,0.015625,30,0
388985110939,2,0.0,,0.0,30,0
388985111195,2,0.0,,0.015625,30,0
388985111451,2,0.0,,0.015625,30,0
388985111707,2,0.0,,0.0,30,0
388985111963,2,0.0,,0.0,30,0
388985112219,2,0.0,,0.015625,30,0
388985112475,2,0.0,,0.0,30,0
388985112731,2,0.0,,0.0,30,0
388985112987,2,0.0,,0.015625,30,0
388985113243,2,0.0,,0.0,30,0
388985113499,2,0.0,,0.0,30,0
388985113755,2,0.0,,0.015625,30,0
388985114011,2,0.0,,0.015625,30,0
388985114267,2,0.0,,0.0,30,0
388985114523,2,0.0,,0.015625,30,0
388985114779,2,0.0,,0.0,30,0
388985115035,2,0.0,,0.015625,30,0
388985115291,2,0.0,,0.0,30,0
388985115547,2,0.0,,0.0,30,0
388985115803,2,0.0,,0.015625,30,0
388985116059,2,0.0,,0.015625,30,0
388985116315,2,0.0,,0.015625,30,0
388985116571,2,0.0,,0.0,30,0
388985116827,2,0.0,,0.015625,30,0
388985117083,2,0.0,,0.0,30,0
388985117339,2,0.0,,0.015625,30,0
388985117595,2,0.0,,0.015625,30,0
388985117851,2,0.0,,0.015625,30,0
388985118107,2,0.0,,0.015625,30,0
388985118363,2,0.0,,0.015625,30,0
388985118619,2,0.0,,0.015625,30,0
388985118875,2,0.0,,0.015625,30,0
388985119131,2,0.0,,0.015625,30,0
388985119387,2,0.0,,0.015625,30,0
388985119643,2,0.0,,0.015625,30,0
388985119899,2,0.0,,0.0,30,0
388985120155,2,0.0,,0.015625,47,0
388985120411,2,0.0,,0.015625,47,0
388985120667,2,0.0,,0.015625,39,0
388985120923,2,0.0,,0.0,39,0
388985121179,2,0.0,,0.015625,39,0
388985121435,2,0.0,,0.0,39,0
388985121691,2,0.0,,0.015625,39,0
388985121947,2,0.0,,0.015625,39,0
388985122203,2,0.0,,0.015625,47,0
388985122459,2,0.0,,0.015625,47,0
388985122715,2,0.0,,0.015625,47,0
388985122971,2,0.0,,0.015625,47,0
388985123227,2,0.0,,0.0,47,0
388985123483,2,0.0,,0.015625,47,0
388985123739,2,0.0,,0.015625,47,0
388985123995,2,0.0,,0.0,47,0
388985124251,2,0.0,,0.015625,77,0
388985124507,2,0.0,,0.015625,77,0
388985124763,2,0.0,,0.015625,77,0
388985125019,2,0.0,,0.0,77,0
388985125275,2,0.0,,0.0,77,0
388985125531,2,0.0,,0.015625,77,0
388985125787,2,0.0,,0.015625,77,0
388985126043,2,0.0,,0.015625,77,0
388985126299,2,0.0,,0.015625,77,0
388985126555,2,0.0,,0.015625,77,0
388985126811,2,0.0,,0.015625,77,0
388985127067,2,0.0,,0.0,77,0
388985127323,2,0.0,,0.0,77,0
388985127579,2,0.0,,0.0,77,0
388985127835,2,0.0,,0.015625,77,0
388985128091,2,0.0,,0.015625,77,0
388985128347,2,0.0,,0.015625,77,0
388985128603,2,0.0,,0.0,77,0
388985128859,2,0.0,,0.015625,77,0
388985129115,2,0.0,,0.015625,77,0
388985129371,2,0.0,,0.015625,77,0
388985129627,2,0.0,,0.015625,77,0
388985129883,2,0.0,,0.0,77,0
388985130139,2,0.0,,0.0,77,0
388985130395,2,0.0,,0.0,77,0
388985130651,2,0.0,,0.015625,77,0
388985130907,2,0.0,,0.015625,77,0
388985131163,2,0.0,,0.015625,77,0
388985131419,2,0.0,,0.015625,77,0
388985131675,2,0.0,,0.0,77,0
388985131931,2,0.0,,0.015625,77,0
388985132187,2,0.0,,0.015625,77,0
388985132443,2,0.0,,0.0,77,0
388985132699,2,0.0,,0.015625,77,0
388985132955,2,0.0,,0.0,77,0
388985133211,2,0.0,,0.0,77,0
388985133467,2,0.0,,0.015625,77,0
388985133723,2,0.0,,0.0,77,0
388985133979,2,0.0,,0.015625,77,0
388985134235,2,0.0,,0.0,77,0
388985134491,2,0.0,,0.0,77,0
388985134747,2,0.0,,0.0,77,0
388985135003,2,0.0,,0.015625,77,0
388985135259,2,0.0,,0.0,77,0
388985135515,2,0.0,,0.015625,77,0
388985135771,2,0.0,,0.0,77,0
388985136027,2,0.0,,0.015625,77,0
388985136283,2,0.0,,0.015625,77,0
388985136539,2,0.0,,0.015625,77,0
388985136795,2,0.0,,0.015625,77,0
388985137051,2,0.0,,0.015625,77,0
388985137307,2,0.0,,0.015625,77,0
388985137563,2,0.0,,0.015625,77,0
388985137819,2,0.0,,0.015625,77,0
388985138075,2,0.0,,0.0,77,0
388985138331,2,0.0,,0.015625,77,0
388985138587,2,0.0,,0.0,77,0
388985138843,2,0.0,,0.0,77,0
388985139099,2,0.0,,0.0,77,0
388985139355,2,0.0,,0.015625,77,0
388985139611,2,0.0,,0.015625,77,0
388985139867,2,0.0,,0.015625,77,0
388985140123,2,0.0,,0.015625,77,0
388985140379,2,0.0,,0.015625,77,0
388985140635,2,0.0,,0.0,77,0
388985140891,2,0.0,,0.015625,77,0
388985141147,2,0.0,,0.015625,77,0
388985141403,2,0.0,,0.015625,77,0
388985141659,2,0.0,,0.015625,30,0
388985141915,2,0.0,,0.0,30,0
388985142171,2,0.0,,0.0,30,0
388985142427,2,0.0,,0.0,30,0
388985142683,2,0.0,,0.0,30,0
388985142939,2,0.0,,0.0,30,0
388985143195,2,0.0,,0.0,30,0
388985143451,2,0.0,,0.015625,30,0
388985143707,2,0.0,,0.015625,30,0
388985143963,2,0.0,,0.015625,30,0
388985144219,2,0.0,,0.015625,30,0
388985144475,2,0.0,,0.015625,30,0
388985144731,2,0.0,,0.015625,30,0
388985144987,2,0.0,,0.015625,30,0
388985145243,2,0.0,,0.015625,30,0
388985145499,2,0.0,,0.015625,30,0
388985145755,2,0.0,,0.0,30,0
388985146011,2,0.0,,0.015625,30,0
388985146267,2,0.0,,0.015625,30,0
388985146523,2,0.0,,0.015625,30,0
388985146779,2,0.0,,0.015625,30,0
388985147035,2,0.0,,0.0,30,0
388985147291,2,0.0,,0.015625,30,0
388985147547,2,0.0,,0.015625,30,0
388985147803,2,0.0,,0.015625,30,0
388985148059,2,0.0,,0.015625,30,0
388985148315,2,0.0,,0.0,30,0
388985148571,2,0.0,,0.015625,30,0
388985148827,2,0.0,,0.0,30,0
388985149083,2,0.0,,0.0,30,0
388985149339,2,0.0,,0.015625,30,0
388985149595,2,0.0,,0.015625,30,0
388985149851,2,0.0,,0.0,30,0
388985150107,2,0.0,,0.015625,30,0
388985150363,2,0.0,,0.0,30,0
388985150619,2,0.0,,0.0,30,0
388985150875,2,0.0,,0.0,30,0
388985151131,2,0.0,,0.015625,30,0
388985151387,2,0.0,,0.015625,30,0
388985151643,2,0.0,,0.0,30,0
388985151899,2,0.0,,0.015625,30,0
388985152155,2,0.0,,0.015625,30,0
388985152411,2,0.0,,0.015625,30,0
388985152667,2,0.0,,0.015625,30,0
388985152923,2,0.0,,0.015625,30,0
388985153179,2,0.0,,0.015625,30,0
388985153435,2,0.0,,0.015625,30,0
388985153691,2,0.0,,0.0,30,0
388985153947,2,0.0,,0.0,30,0
388985154203,2,0.0,,0.015625,30,0
388985154459,2,0.0,,0.015625,30,0
388985154715,2,0.0,,0.015625,30,0
388985154971,2,0.0,,0.0,30,0
388985155227,2,0.0,,0.015625,30,0
388985155483,2,0.0,,0.0,30,0
388985155739,2,0.0,,0.0,30,0
388985155995,2,0.0,,0.015625,30,0
388985156251,2,0.0,,0.0,30,0
388985156507,2,0.0,,0.015625,30,0
388985156763,2,0.0,,0.015625,30,0
388985157019,2,0.0,,0.0,30,0
388985157275,2,0.0,,0.0,30,0
388985157531,2,0.0,,0.0,30,0
388985157787,2,0.0,,0.015625,30,0
388985158043,2,0.0,,0.015625,30,0
388985158299,2,0.0,,0.015625,30,0
388985158555,2,0.0,,0.015625,30,0
388985158811,2,0.0,,0.015625,30,0
388985159067,2,0.0,,0.015625,30,0
388985159323,2,0.0,,0.015625,30,0
388985159579,2,0.0,,0.0,30,0
388985159835,2,0.0,,0.015625,30,0
388985160091,2,0.0,,0.015625,30,0
388985160347,2,0.0,,0.015625,30,0
388985160603,2,0.0,,0.0,30,0
388985160859,2,0.0,,0.0,30,0
388985161115,2,0.0,,0.015625,30,0
388985161371,2,0.0,,0.015625,30,0
388985161627,2,0.0,,0.015625,30,0
388985161883,2,0.0,,0.0,32,0
388985162139,2,0.0,,0.015625,32,0
388985162395,2,0.0,,0.015625,32,0
388985162651,2,0.0,,0.0,32,0
388985162907,2,0.0,,0.015625,32,0
388985163163,2,0.0,,0.015625,32,0
388985163419,2,0.0,,0.0,32,0
388985163675,2,0.0,,0.0,32,0
388985163931,2,0.0,,0.0,32,0
388985164187,2,0.0,,0.015625,32,0
388985164443,2,0.0,,0.0,35,0
388985164699,2,0.0,,0.0,35,0
388985164955,2,0.0,,0.015625,35,0
388985165211,2,0.0,,0.015625,35,0
388985165467,2,0.0,,0.0,35,0
388985165723,2,0.0,,0.015625,35,0
388985165979,2,0.0,,0.0,35,0
388985166235,2,0.0,,0.015625,35,0
388985166491,2,0.0,,0.015625,30,0
388985166747,2,0.0,,0.015625,30,0
388985167003,2,0.0,,0.015625,30,0
388985167259,2,0.0,,0.015625,30,0
388985167515,2,0.0,,0.0,30,0
388985167771,2,0.0,,0.015625,30,0
388985168027,2,0.0,,0.015625,30,0
388985168283,2,0.0,,0.015625,30,0
388985168539,2,0.0,,0.0,30,0
388985168795,2,0.0,,0.015625,30,0
388985169051,2,0.0,,0.0,30,0
388985169307,2,0.0,,0.015625,30,0
388985169563,2,0.0,,0.015625,30,0
388985169819,2,0.0,,0.0,30,0
388985170075,2,0.0,,0.015625,30,0
388985170331,2,0.0,,0.0,30,0
388985170587,2,0.0,,0.015625,30,0
388985170843,2,0.0,,0.015625,30,0
388985171099,2,0.0,,0.015625,30,0
388985171355,2,0.0,,0.0,30,0
388985171611,2,0.0,,0.0,30,0
388985171867,2,0.0,,0.0,30,0
388985172123,2,0.0,,0.0,30,0
388985172379,2,0.0,,0.0,30,0
388985172635,2,0.0,,0.015625,30,0
388985172891,2,0.0,,0.015625,30,0
388985173147,2,0.0,,0.0,30,0
388985173403,2,0.0,,0.015625,30,0
388985173659,2,0.0,,0.015625,30,0
388985173915,2,0.0,,0.0,30,0
388985174171,2,0.0,,0.0,30,0
388985174427,2,0.0,,0.015625,30,0
388985174683,2,0.0,,0.015625,30,0
388985174939,2,0.0,,0.015625,30,0
388985175195,2,0.0,,0.0,30,0
388985175451,2,0.0,,0.015625,30,0
388985175707,2,0.0,,0.0,30,0
388985175963,2,0.0,,0.0,30,0
388985176219,2,0.0,,0.0,30,0
388985176475,2,0.0,,0.015625,30,0
388985176731,2,0.0,,0.015625,30,0
388985176987,2,0.0,,0.0,30,0
388985177243,2,0.0,,0.015625,30,0
388985177499,2,0.0,,0.015625,30,0
388985177755,2,0.0,,0.0,30,0
388985178011,2,0.0,,0.015625,30,0
388985178267,2,0.0,,0.015625,30,0
388985178523,2,0.0,,0.0,30,0
388985178779,2,0.0,,0.015625,30,0
388985179035,2,0.0,,0.015625,30,0
388985179291,2,0.0,,0.0,30,0
388985179547,2,0.0,,0.015625,30,0
388985179803,2,0.0,,0.015625,30,0
388985180059,2,0.0,,0.0,30,0
388985180315,2,0.0,,0.0,30,0
388985180571,2,0.0,,0.015625,30,0
388985180827,2,0.0,,0.015625,30,0
388985181083,2,0.0,,0.015625,30,0
388985181339,2,0.0,,0.015625,30,0
388985181595,2,0.0,,0.0,30,0
388985181851,2,0.0,,0.0,30,0
388985182107,2,0.0,,0.0,30,0
388985182363,2,0.0,,0.015625,30,0
388985182619,2,0.0,,0.0,30,0
388985182875,2,0.0,,0.015625,30,0
388985183131,2,0.0,,0.0,30,0
388985183387,2,0.0,,0.015625,30,0
388985183643,2,0.0,,0.015625,30,0
388985183899,2,0.0,,0.0,30,0
388985184155,2,0.0,,0.0,30,0
388985184411,2,0.0,,0.0,30,0
388985184667,2,0.0,,0.015625,30,0
388985184923,2,0.0,,0.015625,30,0
388985185179,2,0.0,,0.015625,30,0
388985185435,2,0.0,,0.015625,30,0
388985185691,2,0.0,,0.015625,30,0
388985185947,2,0.0,,0.0,30,0
388985186203,2,0.0,,0.0,30,0
388985186459,2,0.0,,0.015625,30,0
388985186715,2,0.0,,0.015625,30,0
388985186971,2,0.0,,0.0,30,0
388985187227,2,0.0,,0.0,30,0
388985187483,2,0.0,,0.015625,30,0
388985187739,2,0.0,,0.015625,30,0
388985187995,2,0.0,,0.0,30,0
388985188251,2,0.0,,0.015625,30,0
388985188507,2,0.0,,0.0,30,0
388985188763,2,0.0,,0.0,30,0
388985189019,2,0.0,,0.0,30,0
388985189275,2,0.0,,0.015625,30,0
388985189531,2,0.0,,0.0,30,0
388985189787,2,0.0,,0.015625,30,0
388985190043,2,0.0,,0.015625,30,0
388985190299,2,0.0,,0.0,30,0
388985190555,2,0.0,,0.0,30,0
388985190811,2,0.0,,0.015625,30,0
388985191067,2,0.0,,0.015625,30,0
388985191323,2,0.0,,0.015625,30,0
388985191579,2,0.0,,0.015625,30,0
388985191835,2,0.0,,0.015625,30,0
388985192091,2,0.0,,0.0,30,0
388985192347,2,0.0,,0.015625,30,0
388985192603,2,0.0,,0.015625,30,0
388985192859,2,0.0,,0.015625,30,0
388985193115,2,0.0,,0.015625,30,0
388985193371,2,0.0,,0.015625,30,0
388985193627,2,0.0,,0.0,30,0
388985193883,2,0.0,,0.015625,30,0
388985194139,2,0.0,,0.015625,30,0
388985194395,2,0.0,,0.015625,30,0
388985194651,2,0.0,,0.015625,30,0
388985194907,2,0.0,,0.015625,30,0
388985195163,2,0.0,,0.0,30,0
388985195419,2,0.0,,0.0,30,0
388985195675,2,0.0,,0.0,30,0
388985195931,2,0.0,,0.0,30,0
388985196187,2,0.0,,0.0,30,0
388985196443,2,0.0,,0.0,30,0
388985196699,2,0.0,,0.0,30,0
388985196955,2,0.0,,0.0,30,0
388985197211,2,0.0,,0.015625,30,0
388985197467,2,0.0,,0.0,30,0
388985197723,2,0.0,,0.015625,30,0
388985197979,2,0.0,,0.0,30,0
388985198235,2,0.0,,0.015625,30,0
388985198491,2,0.0,,0.015625,30,0
388985198747,2,0.0,,0.015625,30,0
388985199003,2,0.0,,0.015625,30,0
388985199259,2,0.0,,0.0,30,0
388985199515,2,0.0,,0.0,30,0
388985199771,2,0.0,,0.015625,30,0
388985200027,2,0.0,,0.015625,30,0
388985200283,2,0.0,,0.015625,30,0
388985200539,2,0.0,,0.0,30,0
388985200795,2,0.0,,0.0,30,0
388985201051,2,0.0,,0.0,30,0
388985201307,2,0.0,,0.015625,30,0
388985201563,2,0.0,,0.0,30,0
388985201819,2,0.0,,0.015625,30,0
388985202075,2,0.0,,0.015625,30,0
388985202331,2,0.0,,0.015625,30,0
388985202587,2,0.0,,0.0,30,0
388985202843,2,0.0,,0.015625,30,0
388985203099,2,0.0,,0.015625,30,0
388985203355,2,0.0,,0.0,30,0
388985203611,2,0.0,,0.015625,30,0
388985203867,2,0.0,,0.0,30,0
388985204123,2,0.0,,0.0,30,0
388985204379,2,0.0,,0.0,30,0
388985204635,2,0.0,,0.0,30,0
388985204891,2,0.0,,0.0,30,0
388985205147,2,0.0,,0.0,30,0
388985205403,2,0.0,,0.0,30,0
388985205659,2,0.0,,0.0,30,0
388985205915,2,0.0,,0.015625,30,0
388985206171,2,0.0,,0.015625,163,0
388985206427,2,0.0,,0.015625,53,0
388985206683,2,0.0,,0.015625,53,0
388985206939,2,0.0,,0.0,41,0
388985207195,2,0.0,,0.0,41,0
388985207451,2,0.0,,0.015625,38,0
388985207707,2,0.0,,0.0,38,0
388985207963,2,0.0,,0.015625,38,0
388985208219,2,0.0,,0.0,38,0
388985208475,2,0.0,,0.015625,38,0
388985208731,2,0.0,,0.015625,38,0
388985208987,2,0.0,,0.0,38,0
388985209243,2,0.0,,0.015625,38,0
388985209499,2,0.0,,0.015625,31,0
388985209755,2,0.0,,0.0,31,0
388985210011,2,0.0,,0.0,31,0
388985210267,2,0.0,,0.0,31,0
388985210523,2,0.0,,0.015625,30,0
388985210779,2,0.0,,0.015625,30,0
388985211035,2,0.0,,0.0,30,0
388985211291,2,0.0,,0.015625,30,0
388985211547,2,0.0,,0.015625,30,0
388985211803,2,0.0,,0.015625,30,0
388985212059,2,0.0,,0.015625,30,0
388985212315,2,0.0,,0.0,30,0
388985212571,2,0.0,,0.015625,30,0
388985212827,2,0.0,,0.015625,30,0
388985213083,2,0.0,,0.015625,30,0
388985213339,2,0.0,,0.0,30,0
388985213595,2,0.0,,0.015625,30,0
388985213851,2,0.0,,0.015625,30,0
388985214107,2,0.0,,0.0,30,0
388985214363,2,0.0,,0.015625,30,0
388985214619,2,0.0,,0.015625,30,0
388985214875,2,0.0,,0.0,30,0
388985215131,2,0.0,,0.0,30,0
388985215387,2,0.0,,0.0,30,0
388985215643,2,0.0,,0.015625,30,0
388985215899,2,0.0,,0.015625,30,0
388985216155,2,0.0,,0.0,30,0
388985216411,2,0.0,,0.015625,30,0
388985216667,2,0.0,,0.0,30,0
388985216923,2,0.0,,0.0,30,0
388985217179,2,0.0,,0.015625,30,0
388985217435,2,0.0,,0.015625,30,0
388985217691,2,0.0,,0.015625,30,0
388985217947,2,0.0,,0.0,30,0
388985218203,2,0.0,,0.015625,30,0
388985218459,2,0.0,,0.015625,30,0
388985218715,2,0.0,,0.015625,30,0
388985218971,2,0.0,,0.015625,30,0
388985219227,2,0.0,,0.0,30,0
388985219483,2,0.0,,0.0,30,0
388985219739,2,0.0,,0.015625,30,0
388985219995,2,0.0,,0.015625,30,0
388985220251,2,0.0,,0.015625,30,0
388985220507,2,0.0,,0.015625,30,0
388985220763,2,0.0,,0.015625,30,0
388985221019,2,0.0,,0.015625,30,0
388985221275,2,0.0,,0.0,30,0
388985221531,2,0.0,,0.015625,30,0
388985221787,2,0.0,,0.015625,30,0
388985222043,2,0.0,,0.015625,30,0
388985222299,2,0.0,,0.015625,30,0
388985222555,2,0.0,,0.0,30,0
388985222811,2,0.0,,0.0,30,0
388985223067,2,0.0,,0.0,30,0
388985223323,2,0.0,,0.0,40,0
388985223579,2,0.0,,0.015625,43,0
388985223835,2,0.0,,0.0,43,0
388985224091,2,0.0,,0.0,43,0
388985224347,2,0.0,,0.0,43,0
388985224603,2,0.0,,0.0,43,0
388985224859,2,0.0,,0.015625,43,0
388985225115,2,0.0,,0.0,43,0
388985225371,2,0.0,,0.0,43,0
388985225627,2,0.0,,0.015625,43,0
388985225883,2,0.0,,0.0,43,0
388985226139,2,0.0,,0.015625,43,0
388985226395,2,0.0,,0.015625,43,0
388985226651,2,0.0,,0.0,43,0
388985226907,2,0.0,,0.015625,43,0
388985227163,2,0.0,,0.015625,43,0
388985227419,2,0.0,,0.0,43,0
388985227675,2,0.0,,0.015625,43,0
388985227931,2,0.0,,0.0,43,0
388985228187,2,0.0,,0.0,43,0
388985228443,2,0.0,,0.0,43,0
388985228699,2,0.0,,0.015625,43,0
388985228955,2,0.0,,0.0,43,0
388985229211,2,0.0,,0.015625,43,0
388985229467,2,0.0,,0.0,43,0
388985229723,2,0.0,,0.015625,43,0
388985229979,2,0.0,,0.0,43,0
388985230235,2,0.0,,0.015625,43,0
388985230491,2,0.0,,0.015625,43,0
388985230747,2,0.0,,0.015625,43,0
388985231003,2,0.0,,0.0,43,0
388985231259,2,0.0,,0.0,43,0
388985231515,2,0.0,,0.0,43,0
388985231771,2,0.0,,0.015625,43,0
388985232027,2,0.0,,0.0,43,0
388985232283,2,0.0,,0.0,43,0
388985232539,2,0.0,,0.015625,43,0
388985232795,2,0.0,,0.0,43,0
388985233051,2,0.0,,0.015625,43,0
388985233307,2,0.0,,0.015625,43,0
388985233563,2,0.0,,0.015625,43,0
388985233819,2,0.0,,0.015625,43,0
388985234075,2,0.0,,0.0,43,0
388985234331,2,0.0,,0.015625,43,0
388985234587,2,0.0,,0.015625,43,0
388985234843,2,0.0,,0.015625,43,0
388985235099,2,0.0,,0.015625,43,0
388985235355,2,0.0,,0.0,43,0
388985235611,2,0.0,,0.0,43,0
388985235867,2,0.0,,0.015625,43,0
388985236123,2,0.0,,0.015625,43,0
388985236379,2,0.0,,0.0,43,0
388985236635,2,0.0,,0.015625,43,0
388985236891,2,0.0,,0.0,43,0
388985237147,2,0.0,,0.0,43,0
388985237403,2,0.0,,0.0,43,0
388985237659,2,0.0,,0.015625,43,0
388985237915,2,0.0,,0.0,43,0
388985238171,2,0.0,,0.015625,43,0
388985238427,2,0.0,,0.015625,43,0
388985238683,2,0.0,,0.015625,43,0
388985238939,2,0.0,,0.015625,43,0
388985239195,2,0.0,,0.0,43,0
388985239451,2,0.0,,0.015625,43,0
388985239707,2,0.0,,0.015625,43,0
388985239963,2,0.0,,0.0,43,0
388985240219,2,0.0,,0.015625,43,0
388985240475,2,0.0,,0.015625,43,0
388985240731,2,0.0,,0.0,43,0
388985240987,2,0.0,,0.015625,43,0
388985241243,2,0.0,,0.0,74,0
388985241499,2,0.0,,0.0,38,0
388985241755,2,0.0,,0.015625,38,0
388985242011,2,0.0,,0.015625,38,0
388985242267,2,0.0,,0.0,38,0
388985242523,2,0.0,,0.0,38,0
388985242779,2,0.0,,0.0,38,0
388985243035,2,0.0,,0.0,38,0
388985243291,2,0.0,,0.0,38,0
388985243547,2,0.0,,0.0,38,0
388985243803,2,0.0,,0.015625,38,0
388985244059,2,0.0,,0.0,38,0
388985244315,2,0.0,,0.015625,38,0
388985244571,2,0.0,,0.015625,38,0
388985244827,2,0.0,,0.0,38,0
388985245083,2,0.0,,0.0,38,0
388985245339,2,0.0,,0.0,38,0
388985245595,2,0.0,,0.0,38,0
388985245851,2,0.0,,0.015625,38,0
388985246107,2,0.0,,0.015625,38,0
388985246363,2,0.0,,0.015625,38,0
388985246619,2,0.0,,0.0,38,0
388985246875,2,0.0,,0.015625,38,0
388985247131,2,0.0,,0.015625,38,0
388985247387,2,0.0,,0.015625,38,0
388985247643,2,0.0,,0.015625,79,0
388985247899,2,0.0,,0.0,89,0
388985248155,2,0.0,,0.015625,95,0
388985248411,2,0.0,,0.015625,95,0
388985248667,2,0.0,,0.015625,95,0
388985248923,2,0.0,,0.015625,95,0
388985249179,2,0.0,,0.0,95,0
388985249435,2,0.0,,0.015625,95,0
388985249691,2,0.0,,0.0,95,0
388985249947,2,0.0,,0.015625,95,0
388985250203,2,0.0,,0.015625,95,0
388985250459,2,0.0,,0.015625,95,0
